chan,utime,isotime,source,heard,level,error,dti,name,symbol,latitude,longitude,speed,course,altitude,frequency,offset,tone,system,status,comment
0,1538200715,2018-09-29T05:58:35Z,KK4EHJ-12,KK4EHJ-12,76(13/20),0,`,KK4EHJ-12,/>,34.536579,-83.917689,0.0,189.0,438.0,,,,Byonics TinyTrack3,In Service,"Seq=380, A1=420, A2=624",
0,1538200717,2018-09-29T05:58:37Z,KK4EHJ-12,KK4EHJ-6,7(7/7),0,`,KK4EHJ-12,/>,34.536579,-83.917689,0.0,189.0,438.0,,,,Byonics TinyTrack3,In Service,"Seq=380, A1=420, A2=624",
0,1538200718,2018-09-29T05:58:38Z,KK4EHJ-12,N3DAB-1,76(29/20),0,`,KK4EHJ-12,/>,34.536579,-83.917689,0.0,189.0,438.0,,,,Byonics TinyTrack3,In Service,"Seq=380, A1=420, A2=624",
0,1538200755,2018-09-29T05:59:15Z,N3DAB-1,N3DAB-1,63(21/19),0,!,N3DAB-1,I&,34.484167,-84.347667,,,,,,,>40 APRSmax,,,Bent Tree iGate
0,1538200835,2018-09-29T06:00:35Z,KK4EHJ-12,KK4EHJ-12,74(13/20),0,`,KK4EHJ-12,/>,34.536560,-83.917676,0.0,189.0,437.0,,,,Byonics TinyTrack3,In Service,"Seq=381, A1=420, A2=624",MT-RTG
0,1538200836,2018-09-29T06:00:36Z,KK4EHJ-12,KK4EHJ-6,5(5/7),0,`,KK4EHJ-12,/>,34.536560,-83.917676,0.0,189.0,437.0,,,,Byonics TinyTrack3,In Service,"Seq=381, A1=420, A2=624",MT-RTG
0,1538200837,2018-09-29T06:00:37Z,KK4EHJ-12,N3DAB-1,73(23/26),0,`,KK4EHJ-12,/>,34.536560,-83.917676,0.0,189.0,437.0,,,,Byonics TinyTrack3,In Service,"Seq=381, A1=420, A2=624",MT-RTG
0,1538200911,2018-09-29T06:01:51Z,KA4KKF-9,N3DAB-1,65(23/18),0,!,KA4KKF-9,I&,34.074000,-83.842167,,,,,,,John G8BPQ Digipeater/IGate ,,, BPQ32 Igate V 6.0.14.13
0,1538200912,2018-09-29T06:01:52Z,KA4KKF-9,KK4EHJ-6,25(14/10),0,!,KA4KKF-9,I&,34.074000,-83.842167,,,,,,,John G8BPQ Digipeater/IGate ,,, BPQ32 Igate V 6.0.14.13
0,1538200954,2018-09-29T06:02:34Z,KK4EHJ-12,KK4EHJ-12,74(13/20),0,`,KK4EHJ-12,/>,34.536538,-83.917669,0.0,189.0,437.0,,,,Byonics TinyTrack3,In Service,"Seq=382, A1=419, A2=624",
0,1538200956,2018-09-29T06:02:36Z,KK4EHJ-12,KK4EHJ-6,10(9/8),0,`,KK4EHJ-12,/>,34.536538,-83.917669,0.0,189.0,437.0,,,,Byonics TinyTrack3,In Service,"Seq=382, A1=419, A2=624",
0,1538200957,2018-09-29T06:02:37Z,KK4EHJ-12,N3DAB-1,78(27/19),0,`,KK4EHJ-12,/>,34.536538,-83.917669,0.0,189.0,437.0,,,,Byonics TinyTrack3,In Service,"Seq=382, A1=419, A2=624",
0,1538201074,2018-09-29T06:04:34Z,KK4EHJ-12,KK4EHJ-12,75(12/20),0,`,KK4EHJ-12,/>,34.536531,-83.917685,0.0,189.0,436.0,,,,Byonics TinyTrack3,In Service,"Seq=383, A1=420, A2=624",
0,1538201075,2018-09-29T06:04:35Z,KK4EHJ-12,KK4EHJ-6,8(7/9),0,`,KK4EHJ-12,/>,34.536531,-83.917685,0.0,189.0,436.0,,,,Byonics TinyTrack3,In Service,"Seq=383, A1=420, A2=624",
0,1538201080,2018-09-29T06:04:40Z,KK4EHJ-12,N3DAB-1,64(22/19),0,`,KK4EHJ-12,/>,34.536531,-83.917685,0.0,189.0,436.0,,,,Byonics TinyTrack3,In Service,"Seq=383, A1=420, A2=624",
0,1538201193,2018-09-29T06:06:33Z,KK4EHJ-12,KK4EHJ-12,76(14/20),0,`,KK4EHJ-12,/>,34.536524,-83.917617,0.0,189.0,438.0,,,,Byonics TinyTrack3,In Service,"Seq=384, A1=420, A2=624",
0,1538201195,2018-09-29T06:06:35Z,KK4EHJ-12,KK4EHJ-6,9(9/7),0,`,KK4EHJ-12,/>,34.536524,-83.917617,0.0,189.0,438.0,,,,Byonics TinyTrack3,In Service,"Seq=384, A1=420, A2=624",
0,1538201295,2018-09-29T06:08:15Z,N3DAB-1,N3DAB-1,66(23/18),0,!,N3DAB-1,I&,34.484167,-84.347667,,,,,,,>40 APRSmax,,,Bent Tree iGate
0,1538201313,2018-09-29T06:08:33Z,KK4EHJ-12,KK4EHJ-12,75(12/20),0,`,KK4EHJ-12,/>,34.536553,-83.917584,0.0,189.0,436.0,,,,Byonics TinyTrack3,In Service,"Seq=385, A1=419, A2=624",MT-RTG
0,1538201315,2018-09-29T06:08:35Z,KK4EHJ-12,KK4EHJ-6,9(6/7),0,`,KK4EHJ-12,/>,34.536553,-83.917584,0.0,189.0,436.0,,,,Byonics TinyTrack3,In Service,"Seq=385, A1=419, A2=624",MT-RTG
0,1538201363,2018-09-29T06:09:23Z,KD4CVR-10,N3DAB-1,62(23/18),0,!,KD4CVR-10,/b,34.554500,-84.001500,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,The Six Gap Century Bike Race - Sept 30th
0,1538201433,2018-09-29T06:10:33Z,KK4EHJ-12,KK4EHJ-12,76(13/20),0,`,KK4EHJ-12,/>,34.536557,-83.917628,0.0,189.0,435.0,,,,Byonics TinyTrack3,In Service,"Seq=386, A1=420, A2=624",
0,1538201434,2018-09-29T06:10:34Z,KK4EHJ-12,KK4EHJ-6,7(9/7),0,`,KK4EHJ-12,/>,34.536557,-83.917628,0.0,189.0,435.0,,,,Byonics TinyTrack3,In Service,"Seq=386, A1=420, A2=624",
0,1538201552,2018-09-29T06:12:32Z,KK4EHJ-12,KK4EHJ-12,74(12/20),0,`,KK4EHJ-12,/>,34.536553,-83.917683,0.0,189.0,435.0,,,,Byonics TinyTrack3,In Service,"Seq=387, A1=419, A2=624",
0,1538201554,2018-09-29T06:12:34Z,KK4EHJ-12,KK4EHJ-6,7(6/7),0,`,KK4EHJ-12,/>,34.536553,-83.917683,0.0,189.0,435.0,,,,Byonics TinyTrack3,In Service,"Seq=387, A1=419, A2=624",
0,1538201672,2018-09-29T06:14:32Z,KK4EHJ-12,KK4EHJ-12,75(12/20),0,`,KK4EHJ-12,/>,34.536522,-83.917703,0.0,189.0,434.0,,,,Byonics TinyTrack3,In Service,"Seq=388, A1=419, A2=624",
0,1538201674,2018-09-29T06:14:34Z,KK4EHJ-12,KK4EHJ-6,7(7/7),0,`,KK4EHJ-12,/>,34.536522,-83.917703,0.0,189.0,434.0,,,,Byonics TinyTrack3,In Service,"Seq=388, A1=419, A2=624",
0,1538201676,2018-09-29T06:14:36Z,KK4EHJ-12,N3DAB-1,65(22/19),0,`,KK4EHJ-12,/>,34.536522,-83.917703,0.0,189.0,434.0,,,,Byonics TinyTrack3,In Service,"Seq=388, A1=419, A2=624",
0,1538201791,2018-09-29T06:16:31Z,KK4EHJ-12,KK4EHJ-12,75(12/20),0,`,KK4EHJ-12,/>,34.536527,-83.917654,0.0,189.0,434.0,,,,Byonics TinyTrack3,In Service,"Seq=389, A1=420, A2=624",MT-RTG
0,1538201793,2018-09-29T06:16:33Z,KK4EHJ-12,KK4EHJ-6,6(8/7),0,`,KK4EHJ-12,/>,34.536527,-83.917654,0.0,189.0,434.0,,,,Byonics TinyTrack3,In Service,"Seq=389, A1=420, A2=624",MT-RTG
0,1538201858,2018-09-29T06:17:38Z,KK4EHJ-6,KK4EHJ-6,3(2/2),0,!,KK4EHJ-6,6#,34.538833,-83.917833,,,,,,,"DireWolf, WB2OSZ",,,Temp digi for 6 Gap Ride
0,1538201859,2018-09-29T06:17:39Z,KK4EHJ-6,KK4EHJ-6,6(1/1),0,!,KK4EHJ-6,6#,34.538833,-83.917833,,,,,,,"DireWolf, WB2OSZ",,,Temp digi for 6 Gap Ride
0,1538201866,2018-09-29T06:17:46Z,KK4EHJ-6,N3DAB-1,64(22/18),0,!,KK4EHJ-6,6#,34.538833,-83.917833,,,,,,,"DireWolf, WB2OSZ",,,Temp digi for 6 Gap Ride
0,1538201911,2018-09-29T06:18:31Z,KK4EHJ-12,KK4EHJ-12,77(14/20),0,`,KK4EHJ-12,/>,34.536557,-83.917648,0.0,189.0,433.0,,,,Byonics TinyTrack3,In Service,"Seq=390, A1=419, A2=624",
0,1538201912,2018-09-29T06:18:32Z,KK4EHJ-12,KK4EHJ-6,35(11/13),0,`,KK4EHJ-12,/>,34.536557,-83.917648,0.0,189.0,433.0,,,,Byonics TinyTrack3,In Service,"Seq=390, A1=419, A2=624",
0,1538201913,2018-09-29T06:18:33Z,KK4EHJ-12,N3DAB-1,77(25/19),0,`,KK4EHJ-12,/>,34.536557,-83.917648,0.0,189.0,433.0,,,,Byonics TinyTrack3,In Service,"Seq=390, A1=419, A2=624",
0,1538202030,2018-09-29T06:20:30Z,KK4EHJ-12,KK4EHJ-12,75(12/20),0,`,KK4EHJ-12,/>,34.536555,-83.917648,0.0,189.0,433.0,,,,Byonics TinyTrack3,In Service,"Seq=391, A1=419, A2=624",
0,1538202031,2018-09-29T06:20:31Z,KK4EHJ-12,KK4EHJ-6,35(14/11),0,`,KK4EHJ-12,/>,34.536555,-83.917648,0.0,189.0,433.0,,,,Byonics TinyTrack3,In Service,"Seq=391, A1=419, A2=624",
0,1538202035,2018-09-29T06:20:35Z,KK4EHJ-12,N3DAB-1,65(23/19),0,`,KK4EHJ-12,/>,34.536555,-83.917648,0.0,189.0,433.0,,,,Byonics TinyTrack3,In Service,"Seq=391, A1=419, A2=624",
0,1538202150,2018-09-29T06:22:30Z,KK4EHJ-12,KK4EHJ-12,78(13/20),0,`,KK4EHJ-12,/>,34.536544,-83.917656,0.0,189.0,434.0,,,,Byonics TinyTrack3,In Service,"Seq=392, A1=419, A2=624",
0,1538202151,2018-09-29T06:22:31Z,KK4EHJ-12,KK4EHJ-6,30(19/11),0,`,KK4EHJ-12,/>,34.536544,-83.917656,0.0,189.0,434.0,,,,Byonics TinyTrack3,In Service,"Seq=392, A1=419, A2=624",
0,1538202153,2018-09-29T06:22:33Z,KK4EHJ-12,N3DAB-1,64(22/19),0,`,KK4EHJ-12,/>,34.536544,-83.917656,0.0,189.0,434.0,,,,Byonics TinyTrack3,In Service,"Seq=392, A1=419, A2=624",
0,1538202270,2018-09-29T06:24:30Z,KK4EHJ-12,KK4EHJ-12,75(12/20),0,`,KK4EHJ-12,/>,34.536522,-83.917641,0.0,189.0,433.0,,,,Byonics TinyTrack3,In Service,"Seq=393, A1=419, A2=624",MT-RTG
0,1538202271,2018-09-29T06:24:31Z,KK4EHJ-12,KK4EHJ-6,28(9/12),0,`,KK4EHJ-12,/>,34.536522,-83.917641,0.0,189.0,433.0,,,,Byonics TinyTrack3,In Service,"Seq=393, A1=419, A2=624",MT-RTG
0,1538202389,2018-09-29T06:26:29Z,KK4EHJ-12,KK4EHJ-12,73(13/20),0,`,KK4EHJ-12,/>,34.536502,-83.917647,0.0,189.0,433.0,,,,Byonics TinyTrack3,In Service,"Seq=394, A1=420, A2=624",
0,1538202390,2018-09-29T06:26:30Z,KK4EHJ-12,KK4EHJ-6,24(11/10),0,`,KK4EHJ-12,/>,34.536502,-83.917647,0.0,189.0,433.0,,,,Byonics TinyTrack3,In Service,"Seq=394, A1=420, A2=624",
0,1538202394,2018-09-29T06:26:34Z,KK4EHJ-12,N3DAB-1,66(23/19),0,`,KK4EHJ-12,/>,34.536502,-83.917647,0.0,189.0,433.0,,,,Byonics TinyTrack3,In Service,"Seq=394, A1=420, A2=624",
0,1538202399,2018-09-29T06:26:39Z,N3DAB-1,N3DAB-1,64(21/19),0,!,N3DAB-1,I&,34.484167,-84.347667,,,,,,,>40 APRSmax,,,Bent Tree iGate
0,1538202509,2018-09-29T06:28:29Z,KK4EHJ-12,KK4EHJ-12,76(13/20),0,`,KK4EHJ-12,/>,34.536513,-83.917648,0.0,189.0,432.0,,,,Byonics TinyTrack3,In Service,"Seq=395, A1=420, A2=624",
0,1538202510,2018-09-29T06:28:30Z,KK4EHJ-12,KK4EHJ-6,22(11/10),0,`,KK4EHJ-12,/>,34.536513,-83.917648,0.0,189.0,432.0,,,,Byonics TinyTrack3,In Service,"Seq=395, A1=420, A2=624",
0,1538202514,2018-09-29T06:28:34Z,KK4EHJ-12,N3DAB-1,65(22/19),0,`,KK4EHJ-12,/>,34.536513,-83.917648,0.0,189.0,432.0,,,,Byonics TinyTrack3,In Service,"Seq=395, A1=420, A2=624",
0,1538202628,2018-09-29T06:30:28Z,KK4EHJ-12,KK4EHJ-12,74(12/20),0,`,KK4EHJ-12,/>,34.536513,-83.917648,0.0,189.0,432.0,,,,Byonics TinyTrack3,In Service,"Seq=396, A1=419, A2=623",
0,1538202630,2018-09-29T06:30:30Z,KK4EHJ-12,KK4EHJ-6,22(14/10),0,`,KK4EHJ-12,/>,34.536513,-83.917648,0.0,189.0,432.0,,,,Byonics TinyTrack3,In Service,"Seq=396, A1=419, A2=623",
0,1538202631,2018-09-29T06:30:31Z,KK4EHJ-12,N3DAB-1,79(23/24),0,`,KK4EHJ-12,/>,34.536513,-83.917648,0.0,189.0,432.0,,,,Byonics TinyTrack3,In Service,"Seq=396, A1=419, A2=623",
0,1538202748,2018-09-29T06:32:28Z,KK4EHJ-12,KK4EHJ-12,75(12/20),0,`,KK4EHJ-12,/>,34.536527,-83.917692,0.0,189.0,430.0,,,,Byonics TinyTrack3,In Service,"Seq=397, A1=420, A2=623",MT-RTG
0,1538202749,2018-09-29T06:32:29Z,KK4EHJ-12,KK4EHJ-6,20(10/10),0,`,KK4EHJ-12,/>,34.536527,-83.917692,0.0,189.0,430.0,,,,Byonics TinyTrack3,In Service,"Seq=397, A1=420, A2=623",MT-RTG
0,1538202750,2018-09-29T06:32:30Z,KK4EHJ-12,N3DAB-1,74(23/26),0,`,KK4EHJ-12,/>,34.536527,-83.917692,0.0,189.0,430.0,,,,Byonics TinyTrack3,In Service,"Seq=397, A1=420, A2=623",MT-RTG
0,1538202868,2018-09-29T06:34:28Z,KK4EHJ-12,KK4EHJ-12,77(13/20),0,`,KK4EHJ-12,/>,34.536542,-83.917746,0.0,189.0,429.0,,,,Byonics TinyTrack3,In Service,"Seq=398, A1=419, A2=624",
0,1538202869,2018-09-29T06:34:29Z,KK4EHJ-12,KK4EHJ-6,18(10/9),0,`,KK4EHJ-12,/>,34.536542,-83.917746,0.0,189.0,429.0,,,,Byonics TinyTrack3,In Service,"Seq=398, A1=419, A2=624",
0,1538202910,2018-09-29T06:35:10Z,W4DTR-9,N3DAB-1,64(23/18),0,`,W4DTR-9,/>,33.997333,-84.147500,12.0,157.0,335.0,147.075,+600,82.5,Kenwood TM-D710,In Service,,[Freq MHz]
0,1538202911,2018-09-29T06:35:11Z,W4DTR-9,KK4EHJ-6,19(12/10),0,`,W4DTR-9,/>,33.997333,-84.147500,12.0,157.0,335.0,147.075,+600,82.5,Kenwood TM-D710,In Service,,[Freq MHz]
0,1538202972,2018-09-29T06:36:12Z,N3DAB-1,N3DAB-1,65(21/19),0,!,N3DAB-1,I&,34.484167,-84.347667,,,,,,,>40 APRSmax,,,Bent Tree iGate
0,1538202987,2018-09-29T06:36:27Z,KK4EHJ-12,KK4EHJ-12,79(13/20),0,`,KK4EHJ-12,/>,34.536570,-83.917744,0.0,189.0,428.0,,,,Byonics TinyTrack3,In Service,"Seq=399, A1=420, A2=623",
0,1538202988,2018-09-29T06:36:28Z,KK4EHJ-12,KK4EHJ-6,31(11/11),0,`,KK4EHJ-12,/>,34.536570,-83.917744,0.0,189.0,428.0,,,,Byonics TinyTrack3,In Service,"Seq=399, A1=420, A2=623",
0,1538202990,2018-09-29T06:36:30Z,KK4EHJ-12,N3DAB-1,77(22/29),0,`,KK4EHJ-12,/>,34.536570,-83.917744,0.0,189.0,428.0,,,,Byonics TinyTrack3,In Service,"Seq=399, A1=420, A2=623",
0,1538203107,2018-09-29T06:38:27Z,KK4EHJ-12,KK4EHJ-12,74(12/20),0,`,KK4EHJ-12,/>,34.536581,-83.917713,0.0,189.0,425.0,,,,Byonics TinyTrack3,In Service,"Seq=400, A1=420, A2=623",
0,1538203109,2018-09-29T06:38:29Z,KK4EHJ-12,KK4EHJ-6,34(11/13),0,`,KK4EHJ-12,/>,34.536581,-83.917713,0.0,189.0,425.0,,,,Byonics TinyTrack3,In Service,"Seq=400, A1=420, A2=623",
0,1538203164,2018-09-29T06:39:24Z,KD4CVR-10,N3DAB-1,61(21/18),0,!,KD4CVR-10,/b,34.554500,-84.001500,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,The Six Gap Century Bike Race - Sept 30th
0,1538203204,2018-09-29T06:40:04Z,K4MFC-2,N3DAB-1,65(21/19),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538203204,2018-09-29T06:40:04Z,K4MFC-2,N3DAB-1,62(21/19),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538203226,2018-09-29T06:40:26Z,KK4EHJ-12,KK4EHJ-12,75(12/21),0,`,KK4EHJ-12,/>,34.536599,-83.917773,0.0,189.0,421.0,,,,Byonics TinyTrack3,In Service,"Seq=401, A1=419, A2=623",MT-RTG
0,1538203228,2018-09-29T06:40:28Z,KK4EHJ-12,KK4EHJ-6,6(4/7),0,`,KK4EHJ-12,/>,34.536599,-83.917773,0.0,189.0,421.0,,,,Byonics TinyTrack3,In Service,"Seq=401, A1=419, A2=623",MT-RTG
0,1538203346,2018-09-29T06:42:26Z,KK4EHJ-12,KK4EHJ-12,75(12/20),0,`,KK4EHJ-12,/>,34.536564,-83.917740,0.0,189.0,424.0,,,,Byonics TinyTrack3,In Service,"Seq=402, A1=420, A2=623",
0,1538203348,2018-09-29T06:42:28Z,KK4EHJ-12,KK4EHJ-6,6(8/7),0,`,KK4EHJ-12,/>,34.536564,-83.917740,0.0,189.0,424.0,,,,Byonics TinyTrack3,In Service,"Seq=402, A1=420, A2=623",
0,1538203466,2018-09-29T06:44:26Z,KK4EHJ-12,KK4EHJ-12,74(14/20),0,`,KK4EHJ-12,/>,34.536577,-83.917760,0.0,189.0,427.0,,,,Byonics TinyTrack3,In Service,"Seq=403, A1=419, A2=623",
0,1538203467,2018-09-29T06:44:27Z,KK4EHJ-12,KK4EHJ-6,6(7/6),0,`,KK4EHJ-12,/>,34.536577,-83.917760,0.0,189.0,427.0,,,,Byonics TinyTrack3,In Service,"Seq=403, A1=419, A2=623",
0,1538203470,2018-09-29T06:44:30Z,KK4EHJ-12,N3DAB-1,63(23/19),0,`,KK4EHJ-12,/>,34.536577,-83.917760,0.0,189.0,427.0,,,,Byonics TinyTrack3,In Service,"Seq=403, A1=419, A2=623",
0,1538203498,2018-09-29T06:44:58Z,N3DAB-1,N3DAB-1,65(23/18),0,!,N3DAB-1,I&,34.484167,-84.347667,,,,,,,>40 APRSmax,,,Bent Tree iGate
0,1538203585,2018-09-29T06:46:25Z,KK4EHJ-12,KK4EHJ-12,73(12/20),0,`,KK4EHJ-12,/>,34.536562,-83.917749,0.0,189.0,432.0,,,,Byonics TinyTrack3,In Service,"Seq=404, A1=419, A2=623",
0,1538203586,2018-09-29T06:46:26Z,KK4EHJ-12,KK4EHJ-6,45(15/13),0,`,KK4EHJ-12,/>,34.536562,-83.917749,0.0,189.0,432.0,,,,Byonics TinyTrack3,In Service,"Seq=404, A1=419, A2=623",
0,1538203652,2018-09-29T06:47:32Z,K4MFC-2,N3DAB-1,63(23/18),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538203659,2018-09-29T06:47:39Z,KK4EHJ-6,KK4EHJ-6,4(1/1),0,!,KK4EHJ-6,6#,34.538833,-83.917833,,,,,,,"DireWolf, WB2OSZ",,,Temp digi for 6 Gap Ride
0,1538203660,2018-09-29T06:47:40Z,KK4EHJ-6,KK4EHJ-6,6(1/1),0,!,KK4EHJ-6,6#,34.538833,-83.917833,,,,,,,"DireWolf, WB2OSZ",,,Temp digi for 6 Gap Ride
0,1538203705,2018-09-29T06:48:25Z,KK4EHJ-12,KK4EHJ-12,75(12/20),0,`,KK4EHJ-12,/>,34.536566,-83.917747,0.0,189.0,434.0,,,,Byonics TinyTrack3,In Service,"Seq=405, A1=419, A2=623",MT-RTG
0,1538203706,2018-09-29T06:48:26Z,KK4EHJ-12,KK4EHJ-6,11(7/8),0,`,KK4EHJ-12,/>,34.536566,-83.917747,0.0,189.0,434.0,,,,Byonics TinyTrack3,In Service,"Seq=405, A1=419, A2=623",MT-RTG
0,1538203709,2018-09-29T06:48:29Z,KK4EHJ-12,N3DAB-1,76(26/19),0,`,KK4EHJ-12,/>,34.536566,-83.917747,0.0,189.0,434.0,,,,Byonics TinyTrack3,In Service,"Seq=405, A1=419, A2=623",MT-RTG
0,1538203824,2018-09-29T06:50:24Z,KK4EHJ-12,KK4EHJ-12,76(12/20),0,`,KK4EHJ-12,/>,34.536568,-83.917740,0.0,189.0,437.0,,,,Byonics TinyTrack3,In Service,"Seq=406, A1=420, A2=623",
0,1538203826,2018-09-29T06:50:26Z,KK4EHJ-12,KK4EHJ-6,8(6/7),0,`,KK4EHJ-12,/>,34.536568,-83.917740,0.0,189.0,437.0,,,,Byonics TinyTrack3,In Service,"Seq=406, A1=420, A2=623",
0,1538203829,2018-09-29T06:50:29Z,KK4EHJ-12,N3DAB-1,66(23/18),0,`,KK4EHJ-12,/>,34.536568,-83.917740,0.0,189.0,437.0,,,,Byonics TinyTrack3,In Service,"Seq=406, A1=420, A2=623",
0,1538203944,2018-09-29T06:52:24Z,KK4EHJ-12,KK4EHJ-12,76(14/20),0,`,KK4EHJ-12,/>,34.536549,-83.917718,0.0,189.0,438.0,,,,Byonics TinyTrack3,In Service,"Seq=407, A1=419, A2=623",
0,1538203946,2018-09-29T06:52:26Z,KK4EHJ-12,KK4EHJ-6,9(8/8),0,`,KK4EHJ-12,/>,34.536549,-83.917718,0.0,189.0,438.0,,,,Byonics TinyTrack3,In Service,"Seq=407, A1=419, A2=623",
0,1538203961,2018-09-29T06:52:41Z,AB4MM-2,N3DAB-1,64(23/18),0,=,AB4MM-2,/#,34.841833,-85.044000,,,,,,,Xastir,,,Whitfield APRS de.ab4mm@gmail.com
0,1538204016,2018-09-29T06:53:36Z,N3DAB-1,N3DAB-1,63(21/19),0,!,N3DAB-1,I&,34.484167,-84.347667,,,,,,,>40 APRSmax,,,Bent Tree iGate
0,1538204064,2018-09-29T06:54:24Z,KK4EHJ-12,KK4EHJ-12,78(13/20),0,`,KK4EHJ-12,/>,34.536527,-83.917705,0.0,189.0,438.0,,,,Byonics TinyTrack3,In Service,"Seq=408, A1=420, A2=623",
0,1538204065,2018-09-29T06:54:25Z,KK4EHJ-12,KK4EHJ-6,9(11/9),0,`,KK4EHJ-12,/>,34.536527,-83.917705,0.0,189.0,438.0,,,,Byonics TinyTrack3,In Service,"Seq=408, A1=420, A2=623",
0,1538204183,2018-09-29T06:56:23Z,KK4EHJ-12,KK4EHJ-12,77(13/20),0,`,KK4EHJ-12,/>,34.536537,-83.917707,0.0,189.0,440.0,,,,Byonics TinyTrack3,In Service,"Seq=409, A1=419, A2=623",MT-RTG
0,1538204185,2018-09-29T06:56:25Z,KK4EHJ-12,KK4EHJ-6,7(6/7),0,`,KK4EHJ-12,/>,34.536537,-83.917707,0.0,189.0,440.0,,,,Byonics TinyTrack3,In Service,"Seq=409, A1=419, A2=623",MT-RTG
0,1538204193,2018-09-29T06:56:33Z,K4MFC-2,N3DAB-1,64(22/19),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538204264,2018-09-29T06:57:44Z,K4MFC-2,N3DAB-1,65(21/19),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538204303,2018-09-29T06:58:23Z,KK4EHJ-12,KK4EHJ-12,76(12/20),0,`,KK4EHJ-12,/>,34.536544,-83.917731,0.0,189.0,441.0,,,,Byonics TinyTrack3,In Service,"Seq=410, A1=419, A2=623",
0,1538204305,2018-09-29T06:58:25Z,KK4EHJ-12,KK4EHJ-6,6(6/7),0,`,KK4EHJ-12,/>,34.536544,-83.917731,0.0,189.0,441.0,,,,Byonics TinyTrack3,In Service,"Seq=410, A1=419, A2=623",
0,1538204310,2018-09-29T06:58:30Z,KK4EHJ-12,N3DAB-1,64(22/19),0,`,KK4EHJ-12,/>,34.536544,-83.917731,0.0,189.0,441.0,,,,Byonics TinyTrack3,In Service,"Seq=410, A1=419, A2=623",
0,1538204360,2018-09-29T06:59:20Z,K4MFC-2,N3DAB-1,72(22/19),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538204370,2018-09-29T06:59:30Z,K4MFC-2,N3DAB-1,62(22/19),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538204413,2018-09-29T07:00:13Z,K4MFC-2,N3DAB-1,63(22/18),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538204422,2018-09-29T07:00:22Z,KK4EHJ-12,KK4EHJ-12,76(13/20),0,`,KK4EHJ-12,/>,34.536548,-83.917727,0.0,189.0,445.0,,,,Byonics TinyTrack3,In Service,"Seq=411, A1=420, A2=623",
0,1538204424,2018-09-29T07:00:24Z,KK4EHJ-12,KK4EHJ-6,10(5/7),0,`,KK4EHJ-12,/>,34.536548,-83.917727,0.0,189.0,445.0,,,,Byonics TinyTrack3,In Service,"Seq=411, A1=420, A2=623",
0,1538204426,2018-09-29T07:00:26Z,KK4EHJ-12,N3DAB-1,79(29/19),0,`,KK4EHJ-12,/>,34.536548,-83.917727,0.0,189.0,445.0,,,,Byonics TinyTrack3,In Service,"Seq=411, A1=420, A2=623",
0,1538204542,2018-09-29T07:02:22Z,KK4EHJ-12,KK4EHJ-12,77(13/20),0,`,KK4EHJ-12,/>,34.536553,-83.917727,0.0,189.0,445.0,,,,Byonics TinyTrack3,In Service,"Seq=412, A1=419, A2=623",
0,1538204543,2018-09-29T07:02:23Z,KK4EHJ-12,KK4EHJ-6,46(23/16),0,`,KK4EHJ-12,/>,34.536553,-83.917727,0.0,189.0,445.0,,,,Byonics TinyTrack3,In Service,"Seq=412, A1=419, A2=623",
0,1538204551,2018-09-29T07:02:31Z,N3DAB-1,N3DAB-1,65(23/18),0,!,N3DAB-1,I&,34.484167,-84.347667,,,,,,,>40 APRSmax,,,Bent Tree iGate
0,1538204564,2018-09-29T07:02:44Z,K4MFC-2,N3DAB-1,63(22/19),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538204638,2018-09-29T07:03:58Z,K4MFC-2,N3DAB-1,63(22/19),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538204638,2018-09-29T07:03:58Z,K4MFC-2,N3DAB-1,63(22/18),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538204662,2018-09-29T07:04:22Z,KK4EHJ-12,KK4EHJ-12,73(13/20),0,`,KK4EHJ-12,/>,34.536559,-83.917709,0.0,189.0,443.0,,,,Byonics TinyTrack3,In Service,"Seq=413, A1=419, A2=623",MT-RTG
