chan,utime,isotime,source,heard,level,error,dti,name,symbol,latitude,longitude,speed,course,altitude,frequency,offset,tone,system,status,comment
0,1538272782,2018-09-30T01:59:42Z,KA4KKF-7,KA4KKF-7,0(0/0),0,k,KA4KKF-7,/',,,,,,,,,,,,
0,1538272784,2018-09-30T01:59:44Z,W2JKT-9,SHOJCT?,0(0/0),1,`,W2JKT-9,/>,34.669500,-82.922667,0.0,127.0,280.0,,,,Kenwood TM-D710,En Route,,PHILIPPIANS 4:8
0,1538272790,2018-09-30T01:59:50Z,K4MFC-2,N4NE-2,0(0/0),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538272797,2018-09-30T01:59:57Z,AB4MM-2,KA4EMA-3,0(0/0),0,},AB4MM-2,/U,,,,,,,,,Xastir,,,
0,1538272799,2018-09-30T01:59:59Z,AB4MM-2,KK4EHJ-6,6(1/3),0,},AB4MM-2,/U,,,,,,,,,Xastir,,,
0,1538272801,2018-09-30T02:00:01Z,AB4MM-2,N3DAB-1,0(0/1),0,},AB4MM-2,/U,,,,,,,,,Xastir,,,
0,1538272817,2018-09-30T02:00:17Z,AB4CZ-1,AB4CZ-1,0(0/0),0,@,AB4CZ-1,/_,33.992167,-84.237833,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538272826,2018-09-30T02:00:26Z,K4MFC-2,N4NE-2,0(0/0),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538272837,2018-09-30T02:00:37Z,KK4EHJ-6,KK4EHJ-6,5(1/3),0,!,KK4EHJ-6,6#,34.538833,-83.917833,,,,,,,"DireWolf, WB2OSZ",,,Temp digi for 6 Gap Ride
0,1538272838,2018-09-30T02:00:38Z,KK4EHJ-6,KK4EHJ-6,6(1/3),0,!,KK4EHJ-6,6#,34.538833,-83.917833,,,,,,,"DireWolf, WB2OSZ",,,Temp digi for 6 Gap Ride
0,1538272857,2018-09-30T02:00:57Z,NA4ME-4,NA4ME-4,0(0/0),0,W,NA4ME-4,/b,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1538272858,2018-09-30T02:00:58Z,NA4ME-4,KK4EHJ-6,5(1/3),0,W,NA4ME-4,/b,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1538272863,2018-09-30T02:01:03Z,N4NE-2,N4NE-2,0(0/0),1,!,N4NE-2,I&,34.236833,-84.159833,,,,,,,>40 APRSmax,,,sawneeradio.com
0,1538272875,2018-09-30T02:01:15Z,K4MFC-2,N4NE-2,0(0/0),1,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538272902,2018-09-30T02:01:42Z,K4MFC-2,N4NE-2,0(0/0),1,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538272907,2018-09-30T02:01:47Z,KM4IFK-7,SHOJCT?,0(0/0),1,`,KM4IFK-7,/[,35.241333,-82.726833,0.0,13.0,650.0,,,,Yaesu VX-8,Off Duty,,A
0,1538272919,2018-09-30T02:01:59Z,WB5JZP-5,K4UAN-3?,0(0/0),1,`,WB5JZP-5,/k,35.723667,-91.097833,62.0,206.0,83.0,,,,Kenwood TM-D700,In Service,,
0,1538272928,2018-09-30T02:02:08Z,N44VF,K4UAN-3?,0(0/0),1,`,N44VF,/',37.633000,-86.222333,145.0,78.0,1022.0,,,,Unknown manufacturer,En Route,,KD8JJO  - N44VF
0,1538272938,2018-09-30T02:02:18Z,K4MFC-2,N4NE-2,0(0/0),1,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538272939,2018-09-30T02:02:19Z,N3DAB-1,N3DAB-1,0(0/0),0,!,N3DAB-1,I&,34.484167,-84.347667,,,,,,,>40 APRSmax,,,Bent Tree iGate
0,1538272944,2018-09-30T02:02:24Z,K4MFC-2,N4NE-2,0(0/0),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538272959,2018-09-30T02:02:39Z,K4MFC-2,N4NE-2,0(0/0),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538272966,2018-09-30T02:02:46Z,N4NE-2,N4NE-2,0(0/0),0,;,NSFORSYTH,/h,34.179167,-84.139833,,,,,,,>40 APRSmax,,,Northside Forsyth Hospital
0,1538272985,2018-09-30T02:03:05Z,W4GWM-1,SHOJCT,0(0/0),0,@,W4GWM-1,/h,34.175333,-82.157000,,,,,,,SQ3PLX http://microsat.com.pl/,,," Self Regional Healthcare W2 SC2 U=13.9V,T=23.5C/74.3F"
0,1538272986,2018-09-30T02:03:06Z,W4GWM-1,KK4EHJ-6,6(1/3),0,@,W4GWM-1,/h,34.175333,-82.157000,,,,,,,SQ3PLX http://microsat.com.pl/,,," Self Regional Healthcare W2 SC2 U=13.9V,T=23.5C/74.3F"
0,1538273004,2018-09-30T02:03:24Z,K4MFC-2,N4NE-2,0(0/0),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538273006,2018-09-30T02:03:26Z,AK4IT-14,KA4EMA-3,0(0/0),0,`,AK4IT-14,/u,35.909167,-84.147500,0.0,207.0,314.0,,,,Kenwood TM-D710,In Service,,
0,1538273008,2018-09-30T02:03:28Z,AK4IT-14,KK4EHJ-6,5(1/3),0,`,AK4IT-14,/u,35.909167,-84.147500,0.0,207.0,314.0,,,,Kenwood TM-D710,In Service,,
0,1538273013,2018-09-30T02:03:33Z,WO4U-10,KA4EMA-3?,0(0/0),0,_,WO4U-10,/<,,,,,,,,,"WinAPRS, etc",,,
0,1538273015,2018-09-30T02:03:35Z,K4MFC-2,N4NE-2,0(0/0),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538273017,2018-09-30T02:03:37Z,K4MFC-2,N4NE-2,0(0/0),1,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538273030,2018-09-30T02:03:50Z,KD4CVR-6,N4NE-2,0(0/0),0,`,KD4CVR-6,YY,34.554500,-84.001167,1.0,47.0,396.0,146.910,,,Yaesu FTM-400DR,In Service,,
0,1538273031,2018-09-30T02:03:51Z,KD4CVR-6,KK4EHJ-6,6(1/3),0,`,KD4CVR-6,YY,34.554500,-84.001167,1.0,47.0,396.0,146.910,,,Yaesu FTM-400DR,In Service,,
0,1538273042,2018-09-30T02:04:02Z,WB5JZP-5,K4UAN-3?,0(0/0),0,`,WB5JZP-5,/k,35.691500,-91.118000,62.0,206.0,78.0,146.520,,,Kenwood TM-D700,In Service,,LISTEN ON 146.520 MHz SIMP
0,1538273094,2018-09-30T02:04:54Z,AI4QC-8,KA4EMA-3?,0(0/0),0,',AI4QC-8,/<,34.832000,-87.645000,1.0,5.0,163.0,,,,Kenwood TH-D7A,En Route,,
0,1538273101,2018-09-30T02:05:01Z,K4MFC-2,N4NE-2,0(0/0),1,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538273107,2018-09-30T02:05:07Z,K4MFC-2,N4NE-2,0(0/0),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538273109,2018-09-30T02:05:09Z,NR4J-8,N4XWC,0(0/0),0,`,NR4J-8,/v,33.668833,-86.851500,28.0,279.0,187.0,,,,Byonics TinyTrack3,Special,,
0,1538273110,2018-09-30T02:05:10Z,NR4J-8,KK4EHJ-6,6(1/3),0,`,NR4J-8,/v,33.668833,-86.851500,28.0,279.0,187.0,,,,Byonics TinyTrack3,Special,,
0,1538273111,2018-09-30T02:05:11Z,KD4CVR-6,N4NE-2,2(1/2),0,`,KD4CVR-6,YY,34.554333,-84.001333,4.0,263.0,409.0,146.910,,,Yaesu FTM-400DR,In Service,,
0,1538273118,2018-09-30T02:05:18Z,WB4NFG-1,SHOJCT?,0(0/0),0,',WB4NFG-1,/#,32.824333,-83.237167,0.0,,154.0,,,,Unknown manufacturer,In Service,,Irwinton GA DiGi
0,1538273119,2018-09-30T02:05:19Z,WB4NFG-1,KK4EHJ-6,6(1/3),0,',WB4NFG-1,/#,32.824333,-83.237167,0.0,,154.0,,,,Unknown manufacturer,In Service,,Irwinton GA DiGi
0,1538273130,2018-09-30T02:05:30Z,K4PAR-1,SHOJCT?,0(0/0),0,!,K4PAR-1,/_,33.354500,-83.329167,,,,,,,Byons WXTrac,,,
0,1538273134,2018-09-30T02:05:34Z,K4BWG-3,KA4EMA-3?,0(0/0),0,@,K4BWG-3,/-,36.010500,-84.223500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"APRS Oak RidgeTN Digi=14.1V,PA Temp=32.8C/91.0F"
0,1538315116,2018-09-30T13:45:16Z,K4MFC-2,N4NE-2,0(0/0),1,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538315126,2018-09-30T13:45:26Z,K4MFC-2,N4NE-2,0(0/0),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538315132,2018-09-30T13:45:32Z,KC9SZ-15,K4UAN-3?,0(0/0),0,!,KC9SZ-15,S#,38.092333,-89.633667,,,,,,,Kantronics KPC-3 rom versions,,, Sparta IL Digipeater
0,1538315137,2018-09-30T13:45:37Z,W4ATX-15,KA4EMA-3,0(0/0),0,_,W4ATX-15,/v,,,,,,,,,Byons WXTrac,,,
0,1538315146,2018-09-30T13:45:46Z,AF4JJ-9,K4UAN-3?,0(0/0),1,`,AF4JJ-9,/k,35.120293,-86.064903,0.0,13.0,328.0,,,,Byonics TinyTrack3,In Service,"Seq=689, A1=411, A2=609",AF4JJatARRLdotNET
0,1538315154,2018-09-30T13:45:54Z,K4MFC-2,N4NE-2,0(0/0),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538315163,2018-09-30T13:46:03Z,K4MFC-2,N4NE-2,0(0/0),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538315177,2018-09-30T13:46:17Z,KM4IFK-7,SHOJCT?,0(0/0),0,`,KM4IFK-7,/[,35.241333,-82.726833,0.0,13.0,650.0,,,,Yaesu VX-8,Off Duty,,A
0,1538315194,2018-09-30T13:46:34Z,K4MFC-2,N4NE-2,0(0/0),1,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538315203,2018-09-30T13:46:43Z,W3MA-2,SHOJCT?,0(0/0),0,!,W3MA-2,/-,33.914333,-78.272000,,,,,,,Open Track,,," 84F     HOLDEN BEACH, NC    -- >>w3ma@arrl.net<<--"
0,1538315205,2018-09-30T13:46:45Z,K4MFC-2,N4NE-2,0(0/0),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538315222,2018-09-30T13:47:02Z,KI4WXS-5,KI4WXS-5,0(0/0),1,!,KI4WXS-5,S#,35.251333,-80.685333,,,,,,,Kantronics KPC-3 rom versions,,,"/W3,NC3 Digi  Charlotte, NC"
0,1538315226,2018-09-30T13:47:06Z,W4LBT-9,NC2,0(0/0),0,!,W4LBT-9,S#,34.885833,-79.070333,,,,,,,Kantronics KPC-3 rom versions,,,"/W3,NC3 Digi  Lumber Bridge NC"
0,1538315230,2018-09-30T13:47:10Z,WA4TCJ-15,SHOJCT?,0(0/0),0,/,WA4TCJ-15,/v,35.588000,-78.794667,0.0,11.0,124.1,,,,Tiny Track,,,Linda's Van
0,1538315248,2018-09-30T13:47:28Z,N4NE-2,N4NE-2,0(0/0),0,!,N4NE-2,I&,34.236833,-84.159833,,,,,,,>40 APRSmax,,,SARA iGate on Sawnee Mountain
0,1538315262,2018-09-30T13:47:42Z,WINNSB,WINNSB,0(0/0),1,},WINNSB,/ ,,,,,,,,,"DireWolf, WB2OSZ",,,
0,1538315275,2018-09-30T13:47:55Z,K4MFC-2,N4NE-2,0(0/0),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538315277,2018-09-30T13:47:57Z,KJ4DEC-8,SHOJCT?,0(0/0),0,@,KJ4DEC-8,/+,35.102500,-77.061333,0.0,360.0,,,,,APRSISCE win32 version,,,NCBM Disaster Relief
0,1538315277,2018-09-30T13:47:57Z,SHOJCT,SHOJCT,0(0/0),0,@,SHOJCT,G&,34.337833,-82.322500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WJ4X iGate... Mangling your packets lovingly in Shoals Junction, SC"
0,1538315279,2018-09-30T13:47:59Z,SHOJCT,KK4EHJ-6,6(1/3),0,@,SHOJCT,G&,34.337833,-82.322500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WJ4X iGate... Mangling your packets lovingly in Shoals Junction, SC"
0,1538315297,2018-09-30T13:48:17Z,N4TUF-2,NC2,0(0/0),0,!,N4TUF-2,/#,35.969667,-77.824167,,,,,,,TNC-X  (K6DBG),,,"4/W2, NC2-2 "
0,1538315301,2018-09-30T13:48:21Z,K4MFC-2,N4NE-2,0(0/0),1,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538315305,2018-09-30T13:48:25Z,KC9MWQ-1,K4UAN-3?,0(0/0),1,/,KC9MWQ-1,/#,40.597000,-85.655667,,,,,,,Tiny Track,,,Hosted by Grant County ARC TT4
0,1538315314,2018-09-30T13:48:34Z,N4LRD-2,SHOJCT?,0(0/0),0,!,N4LRD-2,/_,34.677500,-82.776833,,,,,,,Open Track,,,
0,1538315317,2018-09-30T13:48:37Z,KA4KKF-7,KA4KKF-7,0(0/0),0,k,KA4KKF-7,/',,,,,,,,,,,,
0,1538315319,2018-09-30T13:48:39Z,WB5JZP-5,K4UAN-3?,0(0/0),0,`,WB5JZP-5,/k,35.659833,-91.214333,62.0,252.0,76.0,,,,Kenwood TM-D700,In Service,,
0,1538315322,2018-09-30T13:48:42Z,K4EGC-1,K4UAN-3,0(0/0),0,!,K4EGC-1,/#,35.415033,-86.114566,,,,,,,,,,"   kb4jhu@arrl.net MTARS Tullahoma, TN"
0,1538315323,2018-09-30T13:48:43Z,K4EGC-1,KK4EHJ-6,6(1/3),0,!,K4EGC-1,/#,35.415033,-86.114566,,,,,,,,,,"   kb4jhu@arrl.net MTARS Tullahoma, TN"
0,1538315327,2018-09-30T13:48:47Z,NT4UX-6,K4UAN-3?,0(0/0),0,`,NT4UX-6,/k,36.233167,-86.470333,0.0,83.0,236.0,,,,Kenwood TM-D700,En Route,,
0,1538315330,2018-09-30T13:48:50Z,AK4IT-14,KA4EMA-3?,0(0/0),0,`,AK4IT-14,/u,35.909667,-84.147500,3.0,343.0,284.0,,,,Kenwood TM-D710,In Service,,
0,1538315341,2018-09-30T13:49:01Z,K4MFC-2,N4NE-2,0(0/0),1,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538315349,2018-09-30T13:49:09Z,K5CVD-5,N2ZZ-1,0(0/0),0,!,K5CVD-5,S#,33.532833,-81.948500,,,,,,,"DireWolf, WB2OSZ",,,"North Augusta, SC PIGATE"
0,1538315351,2018-09-30T13:49:11Z,K5CVD-5,KK4EHJ-6,6(1/3),0,!,K5CVD-5,S#,33.532833,-81.948500,,,,,,,"DireWolf, WB2OSZ",,,"North Augusta, SC PIGATE"
0,1538315353,2018-09-30T13:49:13Z,KA4EMA-3,KA4EMA-3,0(0/1),0,=,KA4EMA-3,2#,35.208333,-85.278667,,,,,,,UIview 32 bit apps,,,HAMILTON COUNTY ACS {UIV32N}
0,1538315354,2018-09-30T13:49:14Z,KA4EMA-3,KK4EHJ-6,6(1/3),0,=,KA4EMA-3,2#,35.208333,-85.278667,,,,,,,UIview 32 bit apps,,,HAMILTON COUNTY ACS {UIV32N}
0,1538315362,2018-09-30T13:49:22Z,SHOJCT,SHOJCT,0(0/0),0,;,KGRD,\V,34.251667,-82.154167,,,,,,,SQ3PLX http://microsat.com.pl/,,,Greenwood County Airport ASOS 121.125
0,1538315364,2018-09-30T13:49:24Z,SHOJCT,KK4EHJ-6,6(1/3),0,;,KGRD,\V,34.251667,-82.154167,,,,,,,SQ3PLX http://microsat.com.pl/,,,Greenwood County Airport ASOS 121.125
0,1538315371,2018-09-30T13:49:31Z,K4CDN-5,KI4WXS-5,0(0/0),1,!,K4CDN-5,I#,34.828167,-81.870667,,,,,,,>40 APRSmax,,, hamradiospartanburg.com
0,1538315372,2018-09-30T13:49:32Z,K4MFC-2,N4NE-2,0(0/0),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538315381,2018-09-30T13:49:41Z,K4WAM-14,KI4WXS-5?,0(0/0),1,`,K4WAM-14,/k,35.231833,-81.125667,34.0,15.0,208.0,441.975,,,Kenwood TM-D710,In Service,,[frequency] & V-Alert
0,1538315395,2018-09-30T13:49:55Z,N8DEU-7,K4UAN-3?,0(0/0),0,=,N8DEU-7,T&,34.731667,-86.537333,,,,,,,Experimental,,, Huntsville Alabama  Madison Co
0,1538315425,2018-09-30T13:50:25Z,K4MFC-2,N4NE-2,0(0/0),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538315426,2018-09-30T13:50:26Z,N8DEU-7,K4UAN-3?,0(0/0),1,>,N8DEU-7,/',,,,,,,,,Experimental,,,Monte Sano
0,1538315428,2018-09-30T13:50:28Z,NA4ME-4,NA4ME-4,0(0/0),0,W,NA4ME-4,/b,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1538315429,2018-09-30T13:50:29Z,NA4ME-4,KK4EHJ-6,6(1/3),0,W,NA4ME-4,/b,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1538315429,2018-09-30T13:50:29Z,NA4ME-4,K4UAN-3?,2(1/2),0,W,NA4ME-4,/b,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1538315446,2018-09-30T13:50:46Z,KA4KKF-9,N4NE-2,0(0/0),0,!,KA4KKF-9,I&,34.074000,-83.842167,,,,,,,John G8BPQ Digipeater/IGate ,,, BPQ32 Igate V 6.0.14.13
0,1538315446,2018-09-30T13:50:46Z,KA4KKF-9,KK4EHJ-6,6(1/3),0,!,KA4KKF-9,I&,34.074000,-83.842167,,,,,,,John G8BPQ Digipeater/IGate ,,, BPQ32 Igate V 6.0.14.13
0,1538315448,2018-09-30T13:50:48Z,GCGH-11,K4UAN-3?,0(1/1),0,@,GCGH-11,/_,39.040833,-87.130333,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1538315456,2018-09-30T13:50:56Z,N3DAB-1,N3DAB-1,0(0/0),0,!,N3DAB-1,I&,34.484167,-84.347667,,,,,,,>40 APRSmax,,,Bent Tree iGate
0,1538315461,2018-09-30T13:51:01Z,KG4HIE,SHOJCT?,0(0/0),0,=,KG4HIE,/_,34.641833,-79.685833,,,,,,,Kenwood D710,,,
0,1538315469,2018-09-30T13:51:09Z,N4NE-2,N4NE-2,0(0/0),1,;,NSFORSYTH,/h,34.179167,-84.139833,,,,,,,>40 APRSmax,,,Northside Forsyth Hospital
0,1538315476,2018-09-30T13:51:16Z,KB0USY-14,N4NE-2,0(0/0),0,`,KB0USY-14,/u,33.911833,-84.210167,54.0,261.0,326.0,,,,Kenwood TM-D710,In Service,,
0,1538315478,2018-09-30T13:51:18Z,KB0USY-14,KK4EHJ-6,6(1/3),0,`,KB0USY-14,/u,33.911833,-84.210167,54.0,261.0,326.0,,,,Kenwood TM-D710,In Service,,
0,1538315480,2018-09-30T13:51:20Z,K4MFC-2,N4NE-2,0(0/1),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538315493,2018-09-30T13:51:33Z,KM4BJZ-1,KA4EMA-3,0(0/0),0,@,KM4BJZ-1,/y,35.316667,-85.578000,0.0,0.0,,,,,Xastir,,,/Grundy Co ARES KM4BJZ@arrl.org
0,1538315494,2018-09-30T13:51:34Z,KM4BJZ-1,KK4EHJ-6,6(1/3),0,@,KM4BJZ-1,/y,35.316667,-85.578000,0.0,0.0,,,,,Xastir,,,/Grundy Co ARES KM4BJZ@arrl.org
0,1538315498,2018-09-30T13:51:38Z,K4MFC-2,N4NE-2,0(0/0),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538315511,2018-09-30T13:51:51Z,AK4IT-14,KA4EMA-3?,0(0/0),0,`,AK4IT-14,/u,35.909667,-84.148667,0.0,70.0,293.0,,,,Kenwood TM-D710,In Service,,
0,1538315526,2018-09-30T13:52:06Z,K4MFC-2,N4NE-2,0(0/0),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538315553,2018-09-30T13:52:33Z,KC9BOZ,K4UAN-3?,0(0/0),0,:,KC9BOZ,/ ,,,,,,,,,UIview 32 bit apps,,,Day off! Yea{42
0,1538315557,2018-09-30T13:52:37Z,K4MFC-2,N4NE-2,0(0/0),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538315561,2018-09-30T13:52:41Z,K4MFC-2,N4NE-2,0(0/0),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538315565,2018-09-30T13:52:45Z,KI4BGI,K4UAN-3?,0(0/0),0,',KI4BGI,/o,38.579500,-85.320167,0.0,,833.0,,,,Unknown manufacturer,Off Duty,,
0,1538315569,2018-09-30T13:52:49Z,K4MFC-2,N4NE-2,0(0/0),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538315576,2018-09-30T13:52:56Z,NT4UX-6,K4UAN-3,0(0/0),0,`,NT4UX-6,/k,36.230833,-86.509833,32.0,269.0,152.0,,,,Kenwood TM-D700,En Route,,
0,1538315577,2018-09-30T13:52:57Z,NT4UX-6,KK4EHJ-6,6(1/3),0,`,NT4UX-6,/k,36.230833,-86.509833,32.0,269.0,152.0,,,,Kenwood TM-D700,En Route,,
0,1538315582,2018-09-30T13:53:02Z,N4NE-2,N4NE-2,0(0/0),1,;,FCEOC,/o,34.271667,-84.093500,,,,,,,>40 APRSmax,,,Forsyth County EOC
0,1538315583,2018-09-30T13:53:03Z,WO4U-10,KA4EMA-3?,0(0/0),0,_,WO4U-10,/<,,,,,,,,,"WinAPRS, etc",,,
0,1538315588,2018-09-30T13:53:08Z,K4MFC-2,N4NE-2,0(0/0),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1538315597,2018-09-30T13:53:17Z,WA4SCA-4,K4UAN-3,0(0/0),0,`,WA4SCA-4,/>,35.962167,-86.688333,33.0,99.0,164.0,,,,Yaesu FTM-400DR,Committed,,WA4SCA in motion!
0,1538315598,2018-09-30T13:53:18Z,WA4SCA-4,KK4EHJ-6,6(1/3),0,`,WA4SCA-4,/>,35.962167,-86.688333,33.0,99.0,164.0,,,,Yaesu FTM-400DR,Committed,,WA4SCA in motion!
0,1538315606,2018-09-30T13:53:26Z,N4BFR-10,N4NE-2,0(0/0),0,!,N4BFR-10,S#,33.902833,-84.303333,,,,,,,"DireWolf, WB2OSZ",,,Chamblee GA
0,1538315608,2018-09-30T13:53:28Z,N4BFR-10,KK4EHJ-6,6(1/3),0,!,N4BFR-10,S#,33.902833,-84.303333,,,,,,,"DireWolf, WB2OSZ",,,Chamblee GA
0,1538315610,2018-09-30T13:53:30Z,HEBERS,K4UAN-3?,0(0/1),1,!,HEBERS,/#,35.483000,-92.018167,,,,,,,TNC-X  (K6DBG),,," W2,AR2-2 N5ALC HEBER SPRING"
0,1538315631,2018-09-30T13:53:51Z,AK4IT-14,KA4EMA-3,0(0/0),0,`,AK4IT-14,/u,35.909667,-84.148667,0.0,94.0,298.0,,,,Kenwood TM-D710,In Service,,
0,1538315632,2018-09-30T13:53:52Z,AK4IT-14,KK4EHJ-6,5(1/3),0,`,AK4IT-14,/u,35.909667,-84.148667,0.0,94.0,298.0,,,,Kenwood TM-D710,In Service,,
0,1538315643,2018-09-30T13:54:03Z,K4UAN-3,K4UAN-3,0(0/0),0,!,K4UAN-3,S#,36.082000,-85.374167,,,,,,,Kantronics KPC-3 rom versions,,," W2, TNn-N, Serving The Upper Cumberland"
0,1538315644,2018-09-30T13:54:04Z,K4UAN-3,KK4EHJ-6,5(1/3),0,!,K4UAN-3,S#,36.082000,-85.374167,,,,,,,Kantronics KPC-3 rom versions,,," W2, TNn-N, Serving The Upper Cumberland"
0,1538315648,2018-09-30T13:54:08Z,K4UAN-3,KA4EMA-3?,0(0/0),0,!,K4UAN-3,S#,36.082000,-85.374167,,,,,,,Kantronics KPC-3 rom versions,,," W2, TNn-N, Serving The Upper Cumberland"
0,1538315653,2018-09-30T13:54:13Z,K4MFC-2,N4NE-2,0(0/0),0,},K4MFC-2,/U,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
